ID,Chain,SouthJ,CentralJ,NorthJ,PA1,PA2,Shore,Group,Empl,C.Owned,Hours.Opening,Soda,Fries,Treatment
170,1,0,0,1,0,0,0,1,20,1,14,1.29,1.11,1
187,3,0,0,1,0,0,1,1,5,0,12,1.11,1.06,1
190,3,0,0,1,0,0,0,1,7,1,12,1.05,1.01,1
196,4,0,0,1,0,0,0,1,0,1,7,1,0.9,1
197,1,0,0,1,0,0,0,1,5,0,17,1.05,0.95,1
234,1,0,0,1,0,0,0,1,10,0,14,1.04,1.01,1
240,3,0,0,1,0,0,0,1,15,1,17,1.1,1,1
241,3,0,0,1,0,0,0,1,15,0,14,1.15,1.05,1
242,3,0,0,1,0,0,0,1,12,1,14,1.11,1.06,1
245,3,0,0,1,0,0,0,1,8,0,8,1.11,1.11,1
259,1,1,0,0,0,0,0,1,15,0,11,1.05,NA,1
268,1,1,0,0,0,0,0,1,0,1,12,0.94,0.78,1
271,2,1,0,0,0,0,0,1,0,1,6,0.9,0.73,1
272,2,1,0,0,0,0,0,1,2,1,6,0.94,0.73,1
274,2,1,0,0,0,0,0,1,3,1,4,NA,NA,1
276,2,1,0,0,0,0,0,1,5,1,6,0.95,0.73,1
296,1,0,0,1,0,0,0,1,4,1,14,1.05,0.94,1
299,2,0,0,1,0,0,0,1,6,1,5,1.05,0.84,1
301,2,0,0,1,0,0,0,1,2,1,3,0.94,0.84,1
320,2,1,0,0,0,0,1,1,4,0,4,1.05,0.84,1
321,2,1,0,0,0,0,1,1,4,0,6,1.05,0.84,1
324,3,1,0,0,0,0,0,1,22,0,22,1.22,1.05,1
326,3,1,0,0,0,0,1,1,0,1,22,1.22,NA,1
330,4,1,0,0,0,0,1,1,3,0,11,0.94,0.79,1
334,1,1,0,0,0,0,0,1,0,0,7,0.9,0.9,1
349,3,1,0,0,0,0,0,1,0,1,12,1.01,1.01,1
354,4,1,0,0,0,0,0,1,9,0,3,1,0.85,1
356,4,1,0,0,0,0,0,1,0,0,5,1,0.85,1
357,4,0,0,1,0,0,0,1,21,0,7,1,0.84,1
371,1,0,0,1,0,0,0,1,11,0,14,NA,NA,1
373,1,0,0,1,0,0,0,1,18,1,13,1.1,0.94,1
375,1,0,0,1,0,0,0,1,0,0,12,1.05,0.94,1
378,1,0,0,1,0,0,0,1,20,1,21,1.05,0.99,1
381,1,0,0,1,0,0,0,1,15,0,16,1.37,1.16,1
403,3,0,0,1,0,0,0,1,11,1,14,1.11,1.06,1
406,4,0,0,1,0,0,0,1,17,1,7,0.84,0.94,1
407,4,0,0,1,0,0,0,1,8,1,3,1.05,1.16,1
409,1,0,0,1,0,0,0,1,0,0,12,1.09,1.04,1
1,1,0,1,0,0,0,0,1,20,0,14,1.05,0.79,1
2,1,0,1,0,0,0,0,1,7.5,0,12,1.05,1.01,1
3,2,0,1,0,0,0,0,1,4,0,4,1.05,0.94,1
4,3,0,1,0,0,0,0,1,5,0,9,1.22,1.37,1
5,3,0,1,0,0,0,0,1,10,0,17,1.05,0.94,1
8,4,0,1,0,0,0,0,1,15,0,8,1.01,1.01,1
9,1,0,1,0,0,0,0,1,0,0,14,1.11,0.92,1
10,1,0,1,0,0,0,0,1,15,0,14,0.94,0.87,1
11,1,0,1,0,0,0,0,1,12,0,14,1.05,0.87,1
12,1,0,1,0,0,0,0,1,15,0,14,1.01,0.92,1
13,2,0,1,0,0,0,0,1,2,0,4,1.01,0.94,1
15,3,0,1,0,0,0,0,1,5,0,17,1.05,1.01,1
16,3,0,1,0,0,0,0,1,7,0,17,1.05,1.01,1
17,3,0,1,0,0,0,0,1,4,0,17,1.05,0.94,1
18,3,0,1,0,0,0,0,1,8,0,17,1.05,1,1
19,1,1,0,0,0,0,0,1,6,0,14,1.04,0.93,1
21,2,1,0,0,0,0,0,1,0,0,2,0.94,0.94,1
22,3,1,0,0,0,0,0,1,3,0,12,1.05,1.05,1
23,1,0,0,1,0,0,0,1,14,0,16,1.05,0.94,1
24,1,0,1,0,0,0,0,1,15,0,1,1.05,0.94,1
28,2,0,0,1,0,0,0,1,6,0,2,NA,1.05,1
29,2,0,0,1,0,0,0,1,0,0,4,1.05,1.05,1
32,3,0,0,1,0,0,0,1,2,0,5,1.22,1.11,1
34,3,0,0,1,0,0,0,1,11,1,5,1.22,1.11,1
35,4,0,0,1,0,0,0,1,13,0,5,1.03,NA,1
38,1,0,1,0,0,0,0,1,10,0,18,0.98,0.82,1
63,1,0,0,1,0,0,0,1,15,1,19,1.11,1.01,1
64,1,0,0,1,0,0,0,1,13,0,14,1.05,0.95,1
65,1,0,0,1,0,0,0,1,NA,0,1,NA,NA,1
66,1,0,0,1,0,0,0,1,26,0,17,1.05,0.95,1
67,1,0,0,1,0,0,0,1,4,0,9,1.32,1.05,1
68,1,0,0,1,0,0,0,1,13,0,17,1.05,0.95,1
69,1,0,0,1,0,0,0,1,0,0,19,1.26,1.01,1
70,1,0,0,1,0,0,0,1,10,0,14,1.05,0.95,1
71,1,0,0,1,0,0,0,1,29,0,17,1.05,0.95,1
73,2,0,0,1,0,0,0,1,14,0,4,1.05,1.05,1
75,2,0,0,1,0,0,0,1,4,0,4,1.16,1.16,1
76,3,0,0,1,0,0,0,1,25,1,16,1.11,1.06,1
79,3,0,0,1,0,0,0,1,8,1,14,1.11,1.06,1
80,4,0,0,1,0,0,0,1,11,0,7,1.12,0.98,1
84,1,0,1,0,0,0,0,1,12,0,14,1.05,0.9,1
86,1,0,1,0,0,0,0,1,9,0,12,1.05,1.05,1
87,1,0,1,0,0,0,1,1,0,0,12,1,0.99,1
88,1,1,0,0,0,0,0,1,4,0,12,1.05,0.87,1
91,1,0,1,0,0,0,1,1,0,1,17,1.11,1.05,1
92,1,0,1,0,0,0,1,1,14,1,12,1.11,1.01,1
93,1,0,0,1,0,0,0,1,5,1,14,1.11,1.05,1
95,2,0,1,0,0,0,0,1,0,0,2,1.05,0.75,1
96,2,0,0,1,0,0,0,1,0,0,3,1.05,0.94,1
97,2,0,1,0,0,0,0,1,2.5,0,2,1.05,0.8,1
98,2,0,1,0,0,0,1,1,3,0,2,1.05,0.9,1
99,3,0,1,0,0,0,1,1,30,1,22,1.22,1.17,1
101,3,0,1,0,0,0,1,1,10,0,12,1.15,1.1,1
102,3,1,0,0,0,0,0,1,0,0,12,1.07,1.01,1
104,4,0,1,0,0,0,1,1,11,0,7,1,0.84,1
105,1,0,0,1,0,0,0,1,0,0,16,1.05,0.99,1
106,1,0,0,1,0,0,0,1,2,0,14,1.05,0.95,1
107,1,0,0,1,0,0,0,1,13.5,1,10,NA,1.01,1
108,1,0,0,1,0,0,0,1,11,0,17,1.37,1.02,1
111,3,0,0,1,0,0,0,1,20,0,14,1.16,1.16,1
114,1,0,1,0,0,0,0,1,20,0,16,1.11,0.94,1
115,1,0,1,0,0,0,0,1,6,0,17,1.05,0.95,1
116,1,0,1,0,0,0,0,1,22,0,8,1.39,0.95,1
118,1,0,0,1,0,0,0,1,18,0,12,1.05,0.94,1
119,1,0,0,1,0,0,0,1,18,0,18,1.05,0.89,1
120,1,0,1,0,0,0,0,1,0,1,14,1.05,1.05,1
122,1,0,0,1,0,0,0,1,10,0,7,1.15,0.94,1
124,1,0,1,0,0,0,0,1,21,0,12,1.16,0.94,1
125,2,0,1,0,0,0,0,1,0,0,6,1.01,1.01,1
130,3,0,1,0,0,0,0,1,2,1,14,1.11,1.06,1
132,3,0,1,0,0,0,0,1,15,1,10,NA,NA,1
133,3,0,1,0,0,0,0,1,3,1,12,1.11,1.06,1
134,3,0,1,0,0,0,0,1,6,0,14,1.11,1.06,1
136,3,0,1,0,0,0,0,1,NA,1,14,NA,NA,1
137,3,0,0,1,0,0,0,1,12,1,12,1.11,1.11,1
140,4,0,1,0,0,0,0,1,5,0,5,1,0.94,1
141,4,0,1,0,0,0,0,1,10,0,7,1.05,0.84,1
142,4,0,0,1,0,0,0,1,40,0,5,1.01,0.89,1
146,1,0,0,1,0,0,0,1,0,0,14,1.05,0.99,1
149,1,0,0,1,0,0,0,1,8,0,14,1.05,0.94,1
150,1,0,0,1,0,0,0,1,12,0,12,1.11,0.88,1
156,1,0,0,1,0,0,0,1,2,0,12,0.95,0.94,1
158,2,0,0,1,0,0,0,1,3,0,5,0.95,0.94,1
159,2,0,0,1,0,0,0,1,10,0,5,0.95,0.84,1
162,3,0,0,1,0,0,0,1,3,1,13,1.11,1.01,1
166,4,0,0,1,0,0,0,1,0,0,7,1.11,0.84,1
168,1,0,0,1,0,0,0,1,0,0,14,1.11,0.95,1
171,1,0,0,1,0,0,1,1,10,1,14,1.18,1.04,1
172,1,0,0,1,0,0,0,1,7,0,8,1.11,1.01,1
173,1,0,0,1,0,0,0,1,11,0,19,1.05,0.94,1
174,1,0,0,1,0,0,1,1,20,0,14,1.05,0.9,1
176,1,0,0,1,0,0,0,1,20,0,14,1.04,1.06,1
178,2,0,0,1,0,0,1,1,1,1,3,1.01,0.94,1
179,2,0,0,1,0,0,0,1,2,0,4,0.94,0.84,1
180,2,0,0,1,0,0,1,1,0,0,6,1.05,1.05,1
182,2,1,0,0,0,0,1,1,0,0,2,1.05,1,1
183,2,0,0,1,0,0,0,1,15,0,3,1.05,1,1
185,2,0,1,0,0,0,1,1,2,0,3,1.05,1,1
186,3,0,0,1,0,0,0,1,12,0,14,1.17,1.06,1
189,3,0,0,1,0,0,0,1,0,0,12,1.11,1.06,1
192,4,0,0,1,0,0,0,1,4.5,0,7,1.05,0.84,1
193,4,0,0,1,0,0,1,1,4,0,8,1.01,0.9,1
195,4,0,0,1,0,0,1,1,8,0,7,0.94,0.84,1
198,1,0,0,1,0,0,0,1,10,0,14,1.05,0.94,1
199,2,0,0,1,0,0,0,1,11,0,3,0.91,0.9,1
200,1,0,0,1,0,0,0,1,5,0,18,1.05,0.94,1
201,1,0,0,1,0,0,0,1,16,0,17,1.05,0.95,1
202,1,0,0,1,0,0,0,1,13,0,21,1.15,0.95,1
203,1,0,0,1,0,0,0,1,4,0,17,1.05,0.95,1
204,1,0,0,1,0,0,0,1,12,0,18,1.05,0.99,1
207,2,0,0,1,0,0,0,1,8.5,1,6,1.05,0.84,1
208,3,0,0,1,0,0,0,1,5,1,10,1.06,1.06,1
209,3,0,0,1,0,0,0,1,6,1,14,1.11,1.06,1
210,4,0,0,1,0,0,0,1,0,1,4,NA,NA,1
211,1,1,0,0,0,0,0,1,2,0,12,NA,0.9,1
212,1,1,0,0,0,0,0,1,20,0,14,1.05,0.94,1
213,1,1,0,0,0,0,0,1,12,1,18,1.05,0.94,1
214,1,1,0,0,0,0,0,1,0,0,15,1.04,0.93,1
215,1,1,0,0,0,0,0,1,20,0,14,0.93,0.84,1
216,2,1,0,0,0,0,0,1,2,0,3,1.05,0.94,1
217,2,1,0,0,0,0,0,1,0,1,3,0.94,0.73,1
218,2,1,0,0,0,0,0,1,5,1,4,0.95,0.73,1
219,2,1,0,0,0,0,0,1,9,1,3,0.94,0.73,1
220,2,1,0,0,0,0,0,1,3,0,2,1.09,0.9,1
221,2,1,0,0,0,0,0,1,1,0,4,1.05,0.94,1
222,3,1,0,0,0,0,0,1,2,1,5,1.01,1.01,1
223,3,1,0,0,0,0,0,1,3,1,12,1.01,1.01,1
225,3,1,0,0,0,0,0,1,12,1,17,1.01,1.01,1
226,4,1,0,0,0,0,0,1,0,0,3,1,0.85,1
228,4,1,0,0,0,0,0,1,11,0,7,1,0.84,1
229,1,0,0,1,0,0,0,1,22,0,9,1.01,0.94,1
230,1,0,0,1,0,0,0,1,15,0,17,1.05,0.94,1
232,1,0,0,1,0,0,0,1,18,0,12,1.05,0.95,1
233,1,0,0,1,0,0,0,1,15,0,14,1.05,0.94,1
235,1,0,0,1,0,0,0,1,NA,0,12,1.11,1.11,1
237,1,0,0,1,0,0,0,1,9,0,13,0.94,0.94,1
238,2,0,0,1,0,0,0,1,25,1,6,1.05,1.05,1
239,2,0,0,1,0,0,0,1,0,0,7,1.05,0.84,1
243,3,0,0,1,0,0,0,1,7,1,13,1.11,1.06,1
244,3,0,0,1,0,0,0,1,16,1,17,1.11,1.12,1
247,4,0,0,1,0,0,0,1,0,0,13,1.11,1.09,1
248,4,0,0,1,0,0,0,1,10,0,14,1.37,0.95,1
249,1,1,0,0,0,0,1,1,10,0,12,1.01,1.01,1
250,2,1,0,0,0,0,1,1,2,1,2,0.94,0.84,1
253,3,1,0,0,0,0,0,1,4,1,14,1.23,1.11,1
257,1,1,0,0,0,0,1,1,NA,0,1,NA,NA,1
258,1,1,0,0,0,0,0,1,20,0,19,1.08,0.94,1
260,1,1,0,0,0,0,0,1,4,1,14,1.09,0.94,1
262,1,1,0,0,0,0,0,1,0,0,18,1.08,1.02,1
264,1,1,0,0,0,0,0,1,0,0,14,1.05,1.11,1
265,1,1,0,0,0,0,0,1,0,0,1,NA,NA,1
267,1,1,0,0,0,0,0,1,30,0,14,1.05,0.88,1
269,2,1,0,0,0,0,0,1,10,1,4,0.94,0.73,1
273,2,1,0,0,0,0,0,1,2,1,2,0.95,0.74,1
275,2,1,0,0,0,0,0,1,1,1,3,0.94,0.73,1
277,2,1,0,0,0,0,0,1,1,1,2,0.94,0.73,1
278,2,1,0,0,0,0,0,1,0,1,4,0.95,0.73,1
282,3,1,0,0,0,0,0,1,0,1,1,NA,NA,1
284,3,1,0,0,0,0,0,1,6,1,14,1.01,1.01,1
285,3,1,0,0,0,0,0,1,3,1,14,1.01,1.01,1
286,3,1,0,0,0,0,0,1,2,1,5,1.02,1.01,1
287,3,1,0,0,0,0,0,1,2,1,14,1.01,1.01,1
288,3,1,0,0,0,0,0,1,5,1,14,1.01,1.01,1
289,3,1,0,0,0,0,0,1,3,1,12,1.01,1.01,1
290,4,1,0,0,0,0,0,1,0,0,5,1,0.85,1
291,4,1,0,0,0,0,0,1,5,0,5,1,0.85,1
292,4,1,0,0,0,0,1,1,15,0,14,1,0.84,1
295,1,0,0,1,0,0,0,1,NA,0,19,1.05,0.94,1
297,1,0,0,1,0,0,0,1,15,1,14,1.05,0.94,1
303,3,0,0,1,0,0,0,1,12,1,14,1.05,1.05,1
304,3,0,0,1,0,0,0,1,10,0,22,1.4,1.29,1
305,3,0,0,1,0,0,0,1,5,1,19,1.37,1.31,1
307,3,0,0,1,0,0,0,1,25,1,22,1.26,NA,1
310,4,0,0,1,0,0,0,1,3,0,5,0.97,0.9,1
312,1,1,0,0,0,0,1,1,3,0,2,1.26,1.05,1
313,1,1,0,0,0,0,1,1,0,0,12,1,1.01,1
314,1,1,0,0,0,0,1,1,15,0,14,1.05,0.74,1
316,1,1,0,0,0,0,1,1,12,1,14,1.05,0.94,1
317,1,1,0,0,0,0,1,1,4,0,3,1.26,1.05,1
318,2,1,0,0,0,0,1,1,7,0,5,1.11,0.95,1
319,2,1,0,0,0,0,1,1,22,0,5,0.95,0.9,1
322,3,1,0,0,0,0,1,1,12,1,12,0.96,1.01,1
325,3,1,0,0,0,0,1,1,1,1,12,1.02,1.01,1
333,1,0,1,0,0,0,0,1,3,0,12,1.04,0.87,1
336,1,1,0,0,0,0,0,1,10,0,14,0.95,1.05,1
337,1,1,0,0,0,0,0,1,25,1,17,NA,NA,1
339,1,1,0,0,0,0,0,1,5,1,14,0.95,0.95,1
340,1,1,0,0,0,0,0,1,15,0,14,1.05,0.84,1
341,2,1,0,0,0,0,0,1,3,1,4,0.9,0.84,1
343,2,1,0,0,0,0,0,1,4,1,6,0.95,0.85,1
346,2,1,0,0,0,0,0,1,3,1,4,0.85,NA,1
348,3,0,1,0,0,0,0,1,0,1,1,NA,NA,1
350,3,1,0,0,0,0,0,1,5,1,17,1.01,1.01,1
351,3,1,0,0,0,0,0,1,10,1,14,1.01,1.01,1
352,3,0,0,1,0,0,0,1,NA,1,1,0.95,0.95,1
353,3,1,0,0,0,0,0,1,NA,1,14,1.01,1.01,1
355,4,0,1,0,0,0,0,1,3,0,5,1,0.85,1
359,1,1,0,0,0,0,0,1,0,1,14,1.05,0.87,1
360,1,1,0,0,0,0,0,1,5,0,14,1.05,0.87,1
361,1,1,0,0,0,0,0,1,4,0,14,0.9,0.93,1
362,2,1,0,0,0,0,0,1,24,0,7,1.05,0.84,1
363,2,1,0,0,0,0,0,1,14,0,7,1.01,0.8,1
364,2,1,0,0,0,0,0,1,1,0,7,1.05,0.84,1
366,3,1,0,0,0,0,0,1,1,0,5,1.01,0.9,1
368,4,1,0,0,0,0,0,1,0,0,5,1,0.85,1
369,1,0,0,1,0,0,0,1,0,1,1,NA,NA,1
370,1,0,0,1,0,0,0,1,26,0,14,NA,NA,1
376,1,0,0,1,0,0,0,1,0,0,10,1.26,1.01,1
377,1,0,0,1,0,0,0,1,11,0,10,1.05,0.95,1
379,1,0,0,1,0,0,0,1,28,0,14,1.06,1.06,1
380,1,0,0,1,0,0,0,1,15,0,14,1.05,0.94,1
383,1,0,0,1,0,0,0,1,7,0,14,1.16,1.01,1
384,1,0,0,1,0,0,0,1,0,0,14,1.05,1.05,1
385,1,0,0,1,0,0,0,1,15,0,17,1.16,1.22,1
386,1,0,0,1,0,0,0,1,14,0,17,1.05,0.95,1
391,2,0,0,1,0,0,0,1,12,0,2,1.05,1.05,1
393,2,0,0,1,0,0,0,1,18,1,4,1.16,1.26,1
396,3,0,0,1,0,0,0,1,8,1,14,1.11,1.05,1
397,3,0,0,1,0,0,0,1,6,1,17,1.17,1.06,1
398,3,0,0,1,0,0,0,1,25,1,17,1.11,1.06,1
399,3,0,0,1,0,0,0,1,18,1,14,1.26,1.08,1
400,3,0,0,1,0,0,0,1,8,1,14,1.17,1.01,1
401,3,0,0,1,0,0,0,1,5,0,14,1.12,1.05,1
402,3,0,0,1,0,0,0,1,17,1,12,1.11,1.05,1
405,3,0,0,1,0,0,0,1,1.5,1,14,1.12,1.01,1
410,1,0,0,1,0,0,0,1,0,0,14,1.19,0.98,1
411,1,0,0,1,0,0,0,1,4,0,14,1.15,1.01,1
412,2,0,1,0,0,0,0,1,0,0,4,1.15,1.05,1
413,1,0,0,1,0,0,0,1,0,0,17,1.11,1.01,1
414,1,0,0,1,0,0,0,1,13,0,14,1.15,0.95,1
415,1,0,0,1,0,0,0,1,0,0,14,1.05,0.9,1
417,1,0,0,1,0,0,0,1,13,1,14,1.11,1.09,1
418,1,0,0,1,0,0,0,1,0,0,14,1.03,0.9,1
419,2,0,0,1,0,0,0,1,5,1,4,1.05,0.84,1
421,2,0,0,1,0,0,0,1,25,1,8,1.05,0.84,1
422,2,0,0,1,0,0,0,1,5,0,4,1.01,0.84,1
423,2,0,0,1,0,0,0,1,19,1,4,1.05,0.84,1
424,2,0,0,1,0,0,0,1,12,1,10,1.05,0.94,1
426,3,0,0,1,0,0,0,1,5,1,19,1.11,1.05,1
427,4,0,0,1,0,0,0,1,0,0,7,1.11,1.09,1
428,4,0,0,1,0,0,0,1,10,0,7,1.05,0.89,1
